partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
Q9P273,O95490,TENM3,ADGRL2,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q6N022,O95490,TENM4,ADGRL2,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM2_FLRT3_complex,O95490,,ADGRL2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NZU1,Q9HAR2,FLRT1,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
O43155,Q9HAR2,FLRT2,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NZU0,Q9HAR2,FLRT3,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9UKZ4,Q9HAR2,TENM1,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9NT68,Q9HAR2,TENM2,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q9P273,Q9HAR2,TENM3,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q6N022,Q9HAR2,TENM4,ADGRL3,curated,"PMID:29100073,PMID:31354411",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Q6ZN44,Q9HAR2,UNC5A,ADGRL3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM3_FLRT1_complex,Q9HAR2,,ADGRL3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
TENM3_FLRT3_complex,Q9HAR2,,ADGRL3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A1,P30542,,ADORA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A2,P30542,,ADORA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A3,P30542,,ADORA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A4,P30542,,ADORA1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A1,P29274,,ADORA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A2,P29274,,ADORA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A3,P29274,,ADORA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A4,P29274,,ADORA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A1,P29275,,ADORA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A2,P29275,,ADORA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A3,P29275,,ADORA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A4,P29275,,ADORA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A1,P0DMS8,,ADORA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A2,P0DMS8,,ADORA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A3,P0DMS8,,ADORA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adenosine_byNT5E_and_SLC29A4,P0DMS8,,ADORA3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adenosine,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P35348,,ADRA1A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P35348,,ADRA1A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P35348,,ADRA1A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P35348,,ADRA1A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P35348,,ADRA1A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P35368,,ADRA1B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P35368,,ADRA1B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P35368,,ADRA1B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P35368,,ADRA1B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P35368,,ADRA1B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P25100,,ADRA1D,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P25100,,ADRA1D,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P25100,,ADRA1D,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P25100,,ADRA1D,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P25100,,ADRA1D,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P08913,,ADRA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P08913,,ADRA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P08913,,ADRA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P08913,,ADRA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P08913,,ADRA2A,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P18089,,ADRA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P18089,,ADRA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P18089,,ADRA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P18089,,ADRA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P18089,,ADRA2B,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P18825,,ADRA2C,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P18825,,ADRA2C,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P18825,,ADRA2C,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P18825,,ADRA2C,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P18825,,ADRA2C,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P08588,,ADRB1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P08588,,ADRB1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P08588,,ADRB1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P08588,,ADRB1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P08588,,ADRB1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P07550,,ADRB2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P07550,,ADRB2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P07550,,ADRB2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P07550,,ADRB2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P07550,,ADRB2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A1,P13945,,ADRB3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Adrenaline_byPNMT_and_SLC18A2,P13945,,ADRB3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A1,P13945,,ADRB3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC18A2,P13945,,ADRB3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
Noradrenaline_byDBH_and_SLC6A2,P13945,,ADRB3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Adrenergic,G-protein coupled receptor,,
P01019,P30556,AGT,AGTR1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Angiotensin,G-protein coupled receptor,,
P01019,P50052,AGT,AGTR2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Angiotensin,G-protein coupled receptor,,
Q9ULZ1,P35414,APLN,APLNR,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Apelin,G-protein coupled receptor,,
P0DMC3,P35414,ELABELA,APLNR,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Apelin,G-protein coupled receptor,,
P01185,P37288,AVP,AVPR1A,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Vasopressin,G-protein coupled receptor,,
P01185,P47901,AVP,AVPR1B,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Vasopressin,G-protein coupled receptor,,
P01185,P30518,AVP,AVPR2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Vasopressin,G-protein coupled receptor,,
P01178,P37288,OXT,AVPR1A,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Vasopressin,G-protein coupled receptor,,
P01178,P47901,OXT,AVPR1B,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Vasopressin,G-protein coupled receptor,,
P01178,P30518,OXT,AVPR2,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Vasopressin,G-protein coupled receptor,,
P01042,P46663,KNG1,BDKRB1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Bradykinin,G-protein coupled receptor,,
P01042,P30411,KNG1,BDKRB2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Bradykinin,G-protein coupled receptor,,
P01258,P30988,CALCA,CALCR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Calcitonin,G-protein coupled receptor,,
P10092,P30988,CALCB,CALCR,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Calcitonin,G-protein coupled receptor,,
P10997,P30988,IAPP,CALCR,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Calcitonin,G-protein coupled receptor,,
P06307,P32238,CCK,CCKAR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Cholecystokinin,G-protein coupled receptor,,
P01350,P32238,GAST,CCKAR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Cholecystokinin,G-protein coupled receptor,,
P06307,P32239,CCK,CCKBR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Cholecystokinin,G-protein coupled receptor,,
P01350,P32239,GAST,CCKBR,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Cholecystokinin,G-protein coupled receptor,,
Q14118,Q9NYQ7,DAG1,CELSR3,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-receptor,Adhesion GPCR,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC10A4,P11229,,CHRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC18A3,P11229,,CHRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC5A7,P11229,,CHRM1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC10A4,P08172,,CHRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC18A3,P08172,,CHRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC5A7,P08172,,CHRM2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC10A4,P20309,,CHRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC18A3,P20309,,CHRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC5A7,P20309,,CHRM3,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC10A4,P08173,,CHRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC18A3,P08173,,CHRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC5A7,P08173,,CHRM4,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC10A4,P08912,,CHRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC18A3,P08912,,CHRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Acetylcholine_byCHAT_and_SLC5A7,P08912,,CHRM5,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Acetylcholine,G-protein coupled receptor,,
Q9ULB1,O94985,NRXN1,CLSTN1,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
P58401,O94985,NRXN2,CLSTN1,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Q9HDB5,O94985,NRXN3,CLSTN1,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Q9ULB1,Q9H4D0,NRXN1,CLSTN2,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
P58401,Q9H4D0,NRXN2,CLSTN2,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Q9HDB5,Q9H4D0,NRXN3,CLSTN2,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Q9ULB1,Q9BQT9,NRXN1,CLSTN3,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
P58401,Q9BQT9,NRXN2,CLSTN3,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
Q9HDB5,Q9BQT9,NRXN3,CLSTN3,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
P06850,P34998,CRH,CRHR1,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
P55089,P34998,UCN,CRHR1,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
Q96RP3,P34998,UCN2,CRHR1,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
P06850,Q13324,CRH,CRHR2,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
P55089,Q13324,UCN,CRHR2,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
Q96RP3,Q13324,UCN2,CRHR2,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
Q969E3,Q13324,UCN3,CRHR2,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),TRUE,JCranley,,,,,,ligand-receptor,Corticotropin-releasing factor receptor,G-protein coupled receptor,,
P36382,P36382,Cx40,Cx40,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P17302,P36382,Cx43,Cx40,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36383,P36382,Cx45,Cx40,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
Q9Y6H8,P36382,Cx46,Cx40,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36382,P17302,Cx40,Cx43,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P17302,P17302,Cx43,Cx43,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36383,P17302,Cx45,Cx43,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
Q9Y6H8,P17302,Cx46,Cx43,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36382,P36383,Cx40,Cx45,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P17302,P36383,Cx43,Cx45,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36383,P36383,Cx45,Cx45,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
Q9Y6H8,P36383,Cx46,Cx45,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36382,Q9Y6H8,Cx40,Cx46,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P17302,Q9Y6H8,Cx43,Cx46,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
P36383,Q9Y6H8,Cx45,Cx46,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
Q9Y6H8,Q9Y6H8,Cx46,Cx46,curated,"uniprot, reactome, IUPHAR",TRUE,JCranley,,,,,,adhesion-adhesion,Connexin,,,
LTC4_byLTC4S,Q9Y271,,CYSLTR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTD4_byGGT1,Q9Y271,,CYSLTR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTE4_byDPEP1,Q9Y271,,CYSLTR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTE4_byDPEP2,Q9Y271,,CYSLTR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTE4_byDPEP3,Q9Y271,,CYSLTR1,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTC4_byLTC4S,Q9NS75,,CYSLTR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTD4_byGGT1,Q9NS75,,CYSLTR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTE4_byDPEP1,Q9NS75,,CYSLTR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTE4_byDPEP2,Q9NS75,,CYSLTR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
LTE4_byDPEP3,Q9NS75,,CYSLTR2,curated,"uniprot, reactome, IUPHAR",FALSE,JCranley,,,,,,ligand-receptor,Leukotriene,G-protein coupled receptor,,
Q9ULB1,Q14118,NRXN1,DAG1,curated,PMID:29100073,TRUE,JCranley,,,,,,adhesion-adhesion,Trans-synaptic,,,
